pref,category,name,url,movie,image,description
千葉県,アイデア部門,DXによる魚価向上・漁業の担い手確保を通じた地域活性化,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/12-4.pdf,,,
東京都,実装部門（指定都市・中核市・施行時特例市等）,みなと母子手帳アプリの導入,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/13-1.pdf,,,
東京都,実装部門（上記を除く市）,１日あればできる！メタバースとアバターを活用した、ゼロから始める「みんなにやさしい」行政DX,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/13-2.pdf,,,
東京都,実装部門（町・村）,各戸タブレット配布による住民サービスの向上,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/13-3.pdf,,,
東京都,アイデア部門,デジタル地域通貨「いたばしPay」を活用したキャッシュレス決済の推進及び事業者支援,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/13-4.pdf,,,
神奈川県,実装部門（指定都市・中核市・施行時特例市等）,書かない窓口,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/14-1.pdf,,,
神奈川県,実装部門（上記を除く市）,秦野市ＩＣＴマイスター制度を活用した小中学校でのＩＣＴ活用の推進,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/14-2.pdf,https://nettv.gov-online.go.jp/prg/prg24693.html,https://dwl.gov-online.go.jp/video/cao/dl/img/J00024693.png,秦野市では、市内の小・中学校でICT活用を積極的に行う教職員を「ICTマイスター」として委嘱し、デジタルを活用した新たな学びのスタイルを作っています。子供たちの未来に繋がる取組みをぜひご覧下さい。
神奈川県,実装部門（町・村）,行政協力委員へのタブレット端末貸与事業,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/14-3.pdf,,,
神奈川県,アイデア部門,究極の「ゼロカーボン・デジタルタウン」の創造,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/14-4.pdf,,,
新潟県,実装部門（指定都市・中核市・施行時特例市等）,長岡ワークモデル「NAGAOKA WORKER」多様な働き方のミライ　ＩＴ企業とのマッチングとキャリアトレーニングの推進,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/15-1.pdf,https://nettv.gov-online.go.jp/prg/prg24681.html,https://dwl.gov-online.go.jp/video/cao/dl/img/J00024681.png,長岡市で暮らしながら首都圏企業に完全リモートワークで勤める新しい働き方「長岡ワークモデル」。その実践者である「NAGAOKA WORKER」の時間や場所に捉われない働き方の魅力、そして今後の展開をご紹介します。
新潟県,実装部門（上記を除く市）,燕版共用受発注システム「SFTC(Smart Factory Tsubame Cloud)」構築・導入促進事業,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/15-2.pdf,https://nettv.gov-online.go.jp/prg/prg24699.html,https://dwl.gov-online.go.jp/video/cao/dl/img/J00024699.png,ものづくりのまち・燕市では、取引企業間の受発注情報等をクラウド上で共有するシステムを構築しました。電話・FAX中心だったやり取りをデジタル化することで作業効率を上げるほか、ペーパーレスやテレワークを促進し、産地全体の生産性向上を目指します。
新潟県,実装部門（町・村）,粟島遠隔テレビ電話診療事業及び救急現場ｉＰａｄ活用推進事業,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/15-3.pdf,https://nettv.gov-online.go.jp/prg/prg24637.html,https://dwl.gov-online.go.jp/video/cao/dl/img/J00024637.png,無医村である本村では、平成12年度より、粟島へき地出張診療所と本土にある村上総合病院とで、テレビ電話による診療を始めました。今ではIpadによる活用も行われ、遠隔テレビ電話診療は、島民の安心できる生活には無くてはならないものです。
新潟県,アイデア部門,デジタルで実現するウェルネスと地域経済循環,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/15-4.pdf,,,
富山県,実装部門（指定都市・中核市・施行時特例市等）,地域まるごとIoT化（富山市センサーネットワーク）,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/16-1.pdf,https://nettv.gov-online.go.jp/prg/prg24694.html,https://dwl.gov-online.go.jp/video/cao/dl/img/J00024694.png,市全域をカバーするIoT用ネットワーク網とそこから得られた情報を管理する情報基盤からなる「富山市センサーネットワーク」を整備し様々な事業に活用しています。また、民間事業者にもこのインフラを無償提供し、自社サービスの開発等に活用頂いています。
富山県,実装部門（上記を除く市）,LINE公式アカウントを市のもう一つの窓口に,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/16-2.pdf,https://nettv.gov-online.go.jp/prg/prg24672.html,https://dwl.gov-online.go.jp/video/cao/dl/img/J00024672.png,魚津市では全国で初めて、LINE公式アカウント上で証明書の請求や転出届のオンライン申請ができる仕組みを実装しました。LINEを利用することにより、あらゆる人が迷うことなくデジタル化の恩恵を享受することができると考えています。
富山県,実装部門（町・村）,マイカーを活用した共助型公共交通　ノッカルあさひまち,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/16-3.pdf,,,
富山県,アイデア部門,ＩＴ人材養成所,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/16-4.pdf,,,
石川県,実装部門（指定都市・中核市・施行時特例市等）,金沢ＭａａＳコンソーシアムによるデジタル交通サービスWebアプリ「のりまっし金沢」の社会実装,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/17-1.pdf,,,
石川県,実装部門（上記を除く市）,デジタル活用による患者・来訪者の負担軽減,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/17-2.pdf,https://nettv.gov-online.go.jp/prg/prg24684.html,https://dwl.gov-online.go.jp/video/cao/dl/img/J00024684.png,小松市民病院は「顔認証による外来受診受付（自治体病院では全国初）・手術室入退室」、「オンライン診療」、「ＡＩ問診」など、デジタルを活用した様々なサービスを導入しています。快適な療養環境と安心・安全な病院を目指し、地域医療の充実に貢献します。
福井県,実装部門（指定都市・中核市・施行時特例市等）,福井市地域コミュニティDX推進事業,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/18-1.pdf,,,
福井県,実装部門（上記を除く市）,ドローンを活用したスマート物流構築事業,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/18-2.pdf,https://nettv.gov-online.go.jp/prg/prg24671.html,https://dwl.gov-online.go.jp/video/cao/dl/img/J00024671.png,敦賀市が関係企業等と連携し、ドローンを活用したスマート物流の構築事業を実施することで、買物困難といった中山間地域の課題解決とともに、買物代行やフードデリバリー等のサービス展開の社会実装を目指す。
福井県,実装部門（町・村）,自動運転「ZEN drive」による移動サービスの省人化,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/18-3.pdf,https://nettv.gov-online.go.jp/prg/prg24650.html,https://dwl.gov-online.go.jp/video/cao/dl/img/J00024650.png,永平寺町は、自動運転車両による移動サービスの実現を通じ、地方の移動課題解決に向けた取組みを行っています。2021年、自動運転レベル3による実用化を達成しました。引き続き、レベル4の実現に向けて取組んでいます。
福井県,アイデア部門,デジタルツイン：みんなでインターネット上に「自分のまち」を再現！,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/18-4.pdf,https://nettv.gov-online.go.jp/prg/prg24708.html,https://dwl.gov-online.go.jp/video/cao/dl/img/J00024708.png,自分達でまちの未来を創る！」テクノロジーで地域課題を解決するシビックテック団体を中心に市民、学生、アイドル達が、身近なスマホ等を使ってまち並みをスキャンして、インターネットに自分達のまちを再現！さらに、再現したまちはオープンデータで公開！
山梨県,実装部門（上記を除く市）,プライベート無線ネットワークによる農業を起点とした身の丈スマートシティ,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/19-2.pdf,,,
山梨県,実装部門（町・村）,過疎地域におけるドローン物流サービス,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/19-3.pdf,,,
山梨県,アイデア部門,甲斐市デジタルデバイド・買物弱者解消支援事業,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/19-4.pdf,,,
長野県,実装部門（指定都市・中核市・施行時特例市等）,長野県内全７７市町村が主体となった協働事業！市町村と県による協働電子図書館「デジとしょ信州」」,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/20-1.pdf,,,
長野県,実装部門（上記を除く市）,AIを活用したオンデマンド型地域公共交通システム構築プロジェクト,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/20-2.pdf,,,
長野県,実装部門（町・村）,デジタルを活用した自治区（自治会、町内会）から居住区民への情報配信,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/20-3.pdf,https://nettv.gov-online.go.jp/prg/prg24591.html,https://dwl.gov-online.go.jp/video/cao/dl/img/J00024591.png,町のLINE公式アカウント上で居住地区を登録した住民へ、自治会等が自ら情報を配信できる仕組みを構築しました。今後はスマートフォンの操作が苦手な人にも情報が行き渡るよう、電源を入れただけで使える専用受信機を町内事業者と検討し試作する予定です。
岐阜県,実装部門（指定都市・中核市・施行時特例市等）,学校と保護者間連絡のデジタル化による利便性向上と働き方改革の推進,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/21-1.pdf,,,
岐阜県,実装部門（上記を除く市）,電子地域通貨「さるぼぼコイン」を活用した、行政サービスの向上及び地元企業の支援,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/21-2.pdf,,,
岐阜県,実装部門（町・村）,デジタルコンテンツを活用した関ケ原古戦場の魅力創出,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/21-3.pdf,,,
岐阜県,アイデア部門,超高速交通網との接続にむけた自動運転ネットワークの導入と地域拠点整備による新たな人の流れ創出事業※内閣府未来技術社会実装事業（R3年度認定）,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/21-4.pdf,https://nettv.gov-online.go.jp/prg/prg24695.html,https://dwl.gov-online.go.jp/video/cao/dl/img/J00024695.png,中津川市と東京大学の共同研究により、当市の地域に自動運転技術の導入と新たな交通・交流拠点の創出により、リニア駅と濃飛横断自動車道の広域交通の整備効果を中心部から離れた地域にも波及させ、地域の利便性の向上や中山間地域の持続的発展を目指します。
静岡県,実装部門（指定都市・中核市・施行時特例市等）,道路情報オープンデータ提供事業「しずみちinfo」,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/22-1.pdf,,,
静岡県,実装部門（上記を除く市）,行政と保護者との「接点」にデジタル技術を活用した子育て支援プラットフォームの構築,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/22-2.pdf,,,
静岡県,実装部門（町・村）,予約・乗車システムを活用したデマンドバスによる地域生活圏のモビリティの充実,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/22-3.pdf,,,
静岡県,アイデア部門,多機能カーブミラーによる交通安全対策推進事業,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/22-4.pdf,https://nettv.gov-online.go.jp/prg/prg24687.html,https://dwl.gov-online.go.jp/video/cao/dl/img/J00024687.jpg,藤枝市では、市内で発生する人身交通事故の約３割を占める「出会い頭事故」を減らすため、官民共同で多機能カーブミラーを開発しました。交差点への接近車両をAIカメラセンサーで感知し、カーブミラー周囲と鏡面に搭載したLEDにより注意喚起を行います。
愛知県,実装部門（指定都市・中核市・施行時特例市等）,AIを活用した地域防犯パトロール活動の活性化,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/23-1.pdf,,,
愛知県,実装部門（上記を除く市）,ＬＩＮＥ連携によるオンライン申請サービスへの取組,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/23-2.pdf,,,
愛知県,実装部門（町・村）,もりもり筋(きん)活(かつ)＆こつこつ骨(ほね)活(かつ)「骨折予防プロジェクト！」,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/23-3.pdf,,,
愛知県,アイデア部門,救急活動のＤＸで市民サービスを向上,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/23-4.pdf,https://nettv.gov-online.go.jp/prg/prg24685.html,https://dwl.gov-online.go.jp/video/cao/dl/img/J00024685.png,豊田市消防本部では、令和4年4月から民間企業と「救急医療情報システム」の実証試験を行っています。これまでアナログだった救急活動のDXに取り組むことで、現場滞在時間の短縮等、「市民の生命を守る」という最大の市民サービス向上を図っています。
三重県,アイデア部門,「Green & Digital Mie」三重広域連携DXプラットフォーム推進事業～自然あふれる地域の魅力と、利便性の高いデジタルサービスが融合した、魅力あるまちづくり～,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/24-4.pdf,,,
滋賀県,実装部門（町・村）,日野町版デジタル「EBPM」の実現,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/25-3.pdf,,,
滋賀県,アイデア部門,デジタル地域通貨を活用した市民のデジタルリテラシーの向上とデジタルファーストによるコミュニティづくり,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/25-4.pdf,,,
京都府,実装部門（上記を除く市）,子どもたちが住みつづけるまち創造事業（電子書籍を活用した子育て支援拠点の構築）,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/26-2.pdf,,,
京都府,実装部門（町・村）,いねばん×いねタク～行政情報配信システムを活用したドアツードアのオンデマンド交通～,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/26-3.pdf,https://nettv.gov-online.go.jp/prg/prg24675.html,https://dwl.gov-online.go.jp/video/cao/dl/img/J00024675.png,全世帯にタブレット端末いねばんを配備し、行政情報を配信しています。この端末を活用し、従来のコミュニティバスよりも利便性が高いドアツードアのオンデマンド交通いねタクを実装しました。伊根町は、デジタルを活用した『先進的な少数社会』を目指します。
京都府,アイデア部門,ブランド京野菜「万願寺甘とう」データを活用したスマート栽培による持続可能な産地づくり,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/26-4.pdf,,,
大阪府,実装部門（指定都市・中核市・施行時特例市等）,『とよなかデジタル・ガバメント戦略』の推進,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/27-1.pdf,,,
大阪府,実装部門（上記を除く市）,地域住民の生活の質を高める移動支援、南花台モビリティ「クルクル」,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/27-2.pdf,,,
大阪府,実装部門（町・村）,コンパクトスマートシティ実現に向けた公民連携による取り組み,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/27-3.pdf,,,
大阪府,アイデア部門,あんしん睡眠サポート事業,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/27-4.pdf,https://nettv.gov-online.go.jp/prg/prg24677.html,https://dwl.gov-online.go.jp/video/cao/dl/img/J00024677.png,一人暮らしの高齢者等を対象に、睡眠リズムを見える化するシート型センサー機器を導入し、ご本人やご家族等への睡眠リズムのレポート配信、保健師等による電話での健康アドバイスを通じ、高齢者の健康管理や見守り支援、病気の早期発見をめざす実証です。
兵庫県,実装部門（指定都市・中核市・施行時特例市等）,ICTを活用した安全・安心に係るスマートシティの取組,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/28-1.pdf,,,
兵庫県,実装部門（上記を除く市）,ＩＣＴを活用した飛び地自治体連携による健康ポイントプログラム,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/28-2.pdf,,,
兵庫県,アイデア部門,高齢者、障害者、子育て世帯に優しいオンライン相談・手続窓口「遠隔行政窓口」の導入,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/28-4.pdf,,,
奈良県,実装部門（指定都市・中核市・施行時特例市等）,GISを活用した道路損傷等通報システムの構築・運用,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/29-1.pdf,,,
奈良県,実装部門（上記を除く市）,メタバースを用いた産業振興～あつまれ便利な田舎～,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/29-2.pdf,,,
奈良県,実装部門（町・村）,オンデマンド交通サービス支援システム,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/29-3.pdf,,,
奈良県,アイデア部門,BLEタグを活用した地域協働見守りサービス,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/29-4.pdf,,,
和歌山県,実装部門（指定都市・中核市・施行時特例市等）,IoT/ICT を活用した子供の見守り事業,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/30-1.pdf,,,
和歌山県,実装部門（上記を除く市）,紀伊半島における交通・観光のデジタル化事業,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/30-2.pdf,,,
和歌山県,アイデア部門,耐災害ネットワークを活用した転職なき移住の実現,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/30-4.pdf,,,
鳥取県,実装部門（指定都市・中核市・施行時特例市等）,ライブカメラやＧＰＳを活用した道路状況の見える化,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/31-1.pdf,,,
鳥取県,実装部門（上記を除く市）,スマート窓口システムの構築,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/31-2.pdf,https://nettv.gov-online.go.jp/prg/prg24670.html,https://dwl.gov-online.go.jp/video/cao/dl/img/J00024670.png,"出生や引っ越しなどのライフイベントに伴う手続を簡単、便利に！！　
データとデジタル技術を活用し、システムで分かることは「書かせない」、必要な手続を表示して「迷わせない」、データを連携し「何度も聞かない」を実現したスマート窓口を開設しました。"
鳥取県,実装部門（町・村）,智頭Miraizeプロジェクト,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/31-3.pdf,,,
鳥取県,アイデア部門,【八頭町×Google×隼Lab.】ノーコードから始める！八頭町まるごとＤＸ推進,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/31-4.pdf,https://nettv.gov-online.go.jp/prg/prg24668.html,https://dwl.gov-online.go.jp/video/cao/dl/img/J00024668.png,ノーコードで様々なアプリを自作することを手始めに、八頭町が目指す「持続可能な田舎の未来」へ挑戦します。
島根県,実装部門（指定都市・中核市・施行時特例市等）,高齢者による高齢者のためのスマホ教室,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/32-1.pdf,,,
島根県,実装部門（上記を除く市）,“チームルピナス”（LINEを利用した情報共有）プロジェクト,https://www.cas.go.jp/jp/seisaku/digital_denen/chiiki/pdf/32-2.pdf,,,
